smiles,ID,active_ID,%C,real_activity,U5,U4,U1,U3,U2,autoph4,dbautoph4,elucidator,reversefp
O=C(NC[C@H]1CCC=CC1)N1C[C@@](CCC)(C(=O)[O-])CC1,C62934885,,99.336052,1,0,0,0,0,0,0,0,0,0
Fc1c(C)cc(NC(=O)N2C[C@](CC)(C(=O)[O-])CC2)cc1,C62935701,,99.343803,1,0,0,0,0,1,0,0,1,0
O=C(N[C@@H]1C[C@H](C(=O)[O-])CCC1)N1CCC(C)(CC)CC1,C62960248,,99.049812,1,0,0,0,0,0,0,0,0,0
S(CC(=O)Nc1cc(C)cc(C)c1)c1c(C)cnc([O-])n1,C09808867,,40.70602,1,0,0,0,0,1,0,0,0,0
O=C(/C(/[O-])=N/c1c(C)ccc(C#N)c1)c1c(C)[nH]c2ccccc12,C64070615,,99.988632,1,0,0,0,0,0,0,0,0,0
S(C)c1ncc(/N=C(\[O-])/C(=O)N[C@H]2[C@H](C)[C@@H](C)CCC2)cc1,C66206491,,98.866699,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1ccc(C)c2c[nH]nc12)C1CCCCC1,C66584053,,89.510117,1,0,0,0,0,1,0,0,0,0
Fc1c([C@](NC(=O)OC(C)(C)C)(C)C(=O)[O-])ccc(F)c1,C69549958,,99.870598,1,0,0,0,0,0,0,0,1,0
O=C(OC(C)(C)C)N[C@@H](C(=O)[O-])c1c(C)cc(C)cc1C,C69550299,,99.855125,1,0,0,0,0,0,0,0,0,0
O=C(N[C@H](C)C1CCCC1)N1C[C@](CC)(C(=O)[O-])CCC1,C70308742,,99.265251,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1cc(O)c(C)cc1)Cc1ccc(C#N)cc1,C70332899,,96.800125,1,0,0,0,0,1,0,0,0,0
O=C(N[C@H]1C[C@@H](C(=O)[O-])CCC1)N(C)[C@@H]1C[C@H](C)CCC1,C70572469,,99.049759,1,0,0,0,0,0,0,0,0,0
O=C(N[C@H]1[C@@H](C(C)(C)C)CCCC1)/C(/[O-])=N/c1cnccc1,C70953363,,99.430565,1,0,0,0,0,0,0,0,0,0
Clc1sc(CNC(=O)N2[C@H](CC(=O)[O-])CCCC2)cc1,C71319934,,99.331848,1,0,0,0,0,1,0,0,1,0
Clc1c(C)cc(OC)c(C=2NC(=O)C=C(C(=O)[O-])C=2)c1,C71649694,,96.836594,1,1,0,0,0,0,1,0,0,0
Fc1ccc([C@@H]2C(C(=O)c3ccc(OC)cc3)=C([O-])C(=O)N2)cc1,C16976570,,98.520103,1,0,0,0,0,0,0,0,0,0
Fc1ccc([C@H]2C(C(=O)c3ccc(OC)cc3)=C([O-])C(=O)N2)cc1,C16976576,,98.520103,1,0,0,0,0,0,0,0,0,0
O=C(NC1CCCCCCC1)Cc1c([O-])nc(C)nc1C,C19937519,,98.934059,1,0,0,0,0,1,0,0,0,0
O=C([O-])CCC=1NC(=O)c2c(sc3C[C@H](CC)CCc23)N=1,C20594647,,94.645905,1,0,0,0,0,1,0,0,0,0
O=C(NC)c1c(C)c(/N=C/c2c([O-])c(OC)ccc2)ccc1,C32074723,,98.704582,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)([N-]c1c(C)[nH]nc1C)c1cc(C(F)(F)F)ccc1,C36736238,,99.947784,1,0,0,0,0,1,0,0,0,0
Clc1cc(Cl)cc(S(=O)(=O)[N-]c2c(C)[nH]nc2C)c1,C36736357,,99.947853,1,0,0,0,0,1,0,0,0,0
O(CC)c1ccc(NCc2nc([O-])c3sccc3n2)cc1,C37328638,,98.297729,1,0,0,0,0,1,0,0,0,0
O=C([O-])[C@H]1[C@@H](C(=O)Nc2c(C#N)c3CCCCCc3s2)C1,C37517988,,99.452423,1,0,0,0,0,1,0,0,1,0
O=C([O-])[C@H](NC(=O)N1[C@@H](CC)CCCC1)C1CCCCC1,C40561762,,99.741974,1,0,0,0,0,0,0,0,0,0
Clc1cc(NC(=O)[C@H](Sc2nc(C)n[n-]2)C)c(F)cc1,C42605257,,99.560059,1,0,0,0,0,1,0,0,0,0
Clc1c([O-])ccc(CNc2c(-n3nccc3)nccc2)c1,C43479560,,75.750633,1,0,0,0,0,0,0,0,0,0
O=C([O-])CC[C@@H]1CN(C(=O)N[C@@H]2C[C@H](C)CCC2)CCC1,C43587065,,98.979118,1,0,0,0,0,0,0,0,0,0
Brc1sc([C@H](N[C@@H](C)c2nnn[n-]2)C)cc1,C44926579,,85.118042,1,0,0,0,0,0,0,0,0,0
Brc1cc(NC(=O)CSc2ncn[n-]2)c(C)cc1,C48794375,,99.525734,1,0,0,0,0,1,0,0,0,0
O=C(Nc1sc2CCCc2n1)C[C@](C)(C(C)C)C(=O)[O-],C49543609,,99.253326,1,0,0,0,0,1,0,0,1,0
Brc1sc(/N=C(\[O-])/c2nc(NCC)ccc2)nc1,C51070982,,98.888931,1,0,0,0,0,0,0,0,0,0
Clc1cc(-n2c(S(=O)(=O)[NH-])cc(C(F)(F)F)n2)ccc1,C52305882,,99.997215,1,0,0,0,0,1,0,0,0,0
Clc1cc(Cl)c2nc(CC(=O)NCC=C)nc([O-])c2c1,C53855587,,51.49662,1,0,0,0,0,1,0,0,0,0
Clc1c([O-])ccc(C(=O)Nc2sc(C(C)C)nn2)c1,C24924451,,81.55275,1,0,0,0,0,0,0,0,0,0
S=C1NC(=O)/C(=C\c2cn(CCCC)c3ccccc23)/C([O-])=N1,C59219858,,99.11702,1,0,0,0,0,0,0,0,0,0
O=C([O-])C[C@@H]1CN(C(=O)N[C@H](C)c2cscc2)CCC1,C61370269,,99.096687,1,0,0,0,0,0,0,0,1,0
Brc1cnc2nc(CC(C)(C)CC(=O)[O-])[nH]c2c1,C61824672,,89.143463,1,0,0,0,0,0,0,0,1,0
O=C(N[C@H]1[C@@H](C#N)CCC1)CC1(C(=O)[O-])CCCCCC1,C61889941,,99.2313,1,0,0,0,0,0,0,0,0,0
O=C(NC[C@@H]1CCC=CC1)N1CCC(CC)(C(=O)[O-])CC1,C62847374,,99.105431,1,0,0,0,0,0,0,0,0,0
O=C(N[C@@H](C)c1cscc1)N1CCC(CC)(C(=O)[O-])CC1,C62847447,,99.105904,1,0,0,0,0,0,0,0,0,0
Clc1c(Cl)cc(C(=O)N2C[C@@](CC)(C(=O)[O-])CCC2)[nH]1,C62869721,,99.271942,1,0,0,0,0,1,0,0,1,0
Fc1cc(CNC(=O)N2C[C@](C)(C(=O)[O-])CCC2)ccc1,C62873493,,99.255478,1,0,0,0,0,0,0,0,1,0
Fc1c(NC(=O)N2C[C@@](CC)(C(=O)[O-])CC2)ccc(C)c1,C62924597,,99.346237,1,0,0,0,0,0,0,0,1,0
O=C(N[C@H](C)c1sc(C)cc1)N1C[C@@](C)(C(=O)[O-])CC1,C62933227,,99.322037,1,0,0,0,0,1,0,0,1,0
Fc1ccc([C@@H](NC(=O)N2C[C@@](C)(C(=O)[O-])CC2)C)cc1,C62933431,,99.322014,1,0,0,0,0,0,0,0,1,0
Clc1c(/N=C(\[O-])/C[NH+]2C[C@](C)(C(=O)[O-])CC2)cc(Cl)cc1,C62936599,,63.969395,1,0,0,0,0,1,0,0,1,0
O=C([O-])C[C@H]1CN(C(=O)NCC2CCC(C)CC2)CCC1,C63147808,,99.096375,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1cccc2CC[C@H](C)Nc12)C[C@@H]1OCCC1,C63155822,,98.824959,1,0,0,0,0,1,0,0,0,0
O=C(NC(C)C)/C(/C#N)=C(\[O-])/c1nc(CC(C)C)sc1,C57332305,,97.737518,1,0,0,0,0,0,0,0,0,0
Brc1ccc(-c2c([O-])c(C(OCC)=O)n[nH]2)cc1,C66054661,,79.338982,1,0,0,0,0,0,0,0,0,0
O=C(NCC1(C)CCCC1)c1c([O-])nc(-c2ccncc2)cc1,C66442839,,73.272751,1,0,0,0,0,0,0,0,0,0
[S-]c1n(C)c(CNC(=O)C(C)(C)c2c(C)cccc2)nn1,C67050018,,99.224991,1,0,0,0,0,1,1,0,0,0
O=C(/N=C/1\NCC([O-])=N\1)CCCc1ccc(C(C)(C)C)cc1,C67155317,,66.596878,1,0,0,0,0,0,0,0,0,0
S=C1N(C)C([O-])=C2C=CC(C(=O)NC(C3CC3)C3CC3)=CC2=N1,C30651455,,99.986748,1,0,0,0,0,0,0,0,0,0
O=C([O-])C[C@@H]1CN(C(=O)N[C@@H]2C[C@H](C)[C@@H](C)CC2)CCC1,C68586829,,99.096352,1,0,0,0,0,0,0,0,0,0
Fc1c(N[C@H]2CS(=O)(=O)CCC2)c(F)cc(C(=O)[O-])c1,C69144942,,98.340866,1,0,0,0,0,0,0,0,0,0
Fc1c(/C(/[O-])=N/c2[nH]ncn2)ccc(-c2ccc(F)cc2)c1,C69742907,,97.593895,1,0,0,0,0,0,0,0,0,0
O=C(N[C@@H]1[C@@H](C)C[C@@H](C)CC1)N1C[C@@](CC)(C(=O)[O-])CC1,C70116201,,99.330681,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1c(F)ccc(N[C@H]2CC(C)(C)OCC2)c1)C,C70354360,,96.435867,1,0,0,0,0,1,0,0,0,0
Clc1c([N-]S(=O)(=O)C)ccc(N[C@H]2C[C@@H](C)OCC2)c1,C70355926,,99.223198,1,0,0,0,0,1,0,0,0,0
Brc1cc(N[C@](C)(C(=O)[O-])c2nccnc2)ccc1,C70479885,,99.786201,1,0,0,0,0,1,1,1,1,0
S(=O)(=O)([N-]c1sc2CCCc2n1)c1ccc2CCNc2c1,C71101672,,57.818771,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)(N[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]21)c1c([O-])ccnc1,C71224313,,97.285782,1,0,0,0,0,0,0,0,0,0
Clc1cc(C)c(OC)c(-c2c(CCC(=O)[O-])c[nH]n2)c1,C71650462,,75.189995,1,1,0,0,0,0,0,0,0,0
O=C(Nc1scc(C(C)C)n1)Cc1c([O-])nc(C)nc1C,C31228268,,98.964645,1,0,0,0,0,0,0,0,0,0
O(C)c1c(OC)cc([C@@H]2NC(=O)C3([N-]2)CCCC3)cc1OC,C35015722,,97.349113,1,0,0,0,0,1,0,0,0,0
[S-]c1n(NCc2n(C)ccc2)c(-c2ccncc2)nn1,C07601998,,86.052452,1,0,0,0,0,1,0,1,0,0
S(=O)(=O)([N-]c1ccc2NCCc2c1)N1C[C@H](C)O[C@@H](C)C1,C36288322,,99.014351,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)([N-]c1c(C#N)c(F)ccc1)C1=CNC(=O)C=C1,C36829215,,75.58741,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)(Nc1c(C#N)c2CC[C@@H](C)Cc2s1)CC(=O)[O-],C37464953,,61.588127,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1sc(C#CCO)cn1)N1[C@H](C)CCCC1,C37552353,,65.804199,1,0,0,0,0,0,0,0,1,0
S(=O)(=O)([N-]c1noc(C)c1)c1c(C#CCO)cc(C)cc1,C37577510,,95.377304,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1cn(C)nc1)c1c(C)ccc(C#CCO)c1,C37578221,,99.907021,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)([N-][C@@H](C)c1ccc(C#N)cc1)C1=CNC(=O)C=C1,C37748988,,92.122757,1,0,0,0,0,0,0,0,0,0
S(CC(=O)Nc1c([O-])cccn1)c1ccc2OCCOc2c1,C22262147,,84.293304,1,0,0,0,0,1,0,0,0,0
Fc1cc(/C=C/C(=O)Nc2cn(CC(=O)[O-])nc2)ccc1,C38030094,,99.724037,1,0,0,0,0,0,0,0,0,0
[S-]/C(/N/N=C/c1cnccc1)=N\N=C\c1cnccc1,C01604666,,98.466995,1,0,0,0,0,0,0,0,0,0
[S-]/C(/N/N=C/c1ncccc1)=N/N=C/c1ncccc1,C01728517,,86.165276,1,0,0,0,0,0,0,0,0,0
O=C([O-])CCN1CCN(C(=O)NC2CCC(C)CC2)CC1,C40547811,,91.496758,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)(N(C)c1c(OC)ccc(-c2nc([NH-])sc2)c1)C,C41565651,,100,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@H](NC(=O)N1CCO[C@H]2CCCC[C@H]12)C(C)(C)C,C43428719,,99.740692,1,0,0,0,0,0,0,0,0,0
O=C([O-])CC[C@@H]1CN(C(=O)NC2CCOCC2)CCC1,C43587279,,98.979225,1,0,0,0,0,0,0,0,0,0
O=C(N[C@@H]1[C@H](C)[C@@H](C)CCC1)CN1C[C@@H](C(=O)[O-])OCC1,C43704551,,98.059814,1,0,0,0,0,0,0,0,0,0
Clc1nccc(C(=O)Nc2nc(C(F)(F)F)[n-]n2)c1,C43751384,,88.141609,1,0,0,0,0,0,0,0,0,0
FC(F)(F)c1cc(C(=O)N[C@@H](C)c2nnn[n-]2)ccc1,C44344380,,92.706841,1,0,0,0,0,1,0,0,0,0
Clc1c(C(=O)N[C@@H](C)c2nnn[n-]2)cc(SC)cc1,C44345694,,92.704605,1,0,0,0,0,1,0,0,0,0
Clc1c(C(=O)NCc2nnn[n-]2)cc(SC)cc1,C44929021,,92.834,1,0,0,0,0,0,0,0,0,0
Clc1cc(Cl)c2OCC[C@@H](NCc3nnn[n-]3)c2c1,C44929037,,68.026062,1,0,0,0,0,0,0,0,0,0
O=C(N[C@@H]1[C@@H](C)[C@@H](C)CCC1)/C(/[O-])=N/c1sc(C)nn1,C47963317,,70.865479,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([NH-])c1oc(C(=O)N(C)C2CCC(C)CC2)cc1,C48695609,,99.995728,1,0,0,0,0,1,0,0,0,0
O=C(N[C@@H]1CS(=O)(=O)CC1)c1c([O-])ccc(OC)c1,C48775413,,74.991425,1,0,0,0,0,1,0,0,0,0
[O-]c1nc(CN[C@H](C)Cn2cncc2)nc2ccccc12,C49235509,,45.354698,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-][C@H](C#N)c1c(C)cccc1)c1c(C)[nH]nc1C,C49913910,,69.653549,1,0,0,0,0,0,0,0,0,0
FC(F)(F)Oc1ccc(/C(/[O-])=N/C=2NCC(=O)N=2)cc1,C50222862,,62.741398,1,0,0,0,0,0,0,0,0,0
Fc1c(NC2(C(=O)[O-])CCCCC2)c([N+](=O)[O-])ccc1F,C53162434,,99.489845,1,0,0,0,0,0,0,0,0,0
Clc1c(OC)ccc(CCC(=O)/N=C/2\NCC([O-])=N\2)c1,C56214133,,66.026657,1,0,0,0,0,1,0,0,0,0
FC(F)(F)c1nc(/N=C(\[O-])/[C@H]2[C@@H](c3occc3)C2)[nH]n1,C49398945,,85.428001,1,0,0,0,0,1,0,0,0,0
O=C1[C@@H](/C(/[O-])=N/N=C/c2nc3ccccc3cc2)CCCN1,C59165662,,57.4869,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1nocc1)c1ccc(C#CCCO)cc1,C61684500,,94.194229,1,0,0,0,0,0,0,0,0,0
O=C([O-])C[C@H](C)CC(=O)NC(=O)N1CCSCCC1,C61833019,,99.090958,1,0,0,0,0,0,0,0,0,0
O=C(NC[C@H]1OCCCC1)N1C[C@@](C)(C(=O)[O-])CCC1,C62875853,,99.25531,1,0,0,0,0,0,0,0,0,0
O=C(C)c1cc(C(=O)N2C[C@](CCC)(C(=O)[O-])CC2)[nH]c1,C62921493,,99.344864,1,0,0,0,0,1,0,0,1,0
Fc1cc(F)cc(/N=C(\[O-])/C(=O)NCc2noc(C)c2)c1,C63213787,,99.977074,1,0,0,0,0,1,0,0,0,0
S(Cc1ccc(C(OC)=O)cc1)C1=NC(=O)CC([NH-])=N1,C63540901,,53.771961,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)([N-]c1c(C)ccc(NC(=O)[C@@H]2COCC2)c1)C,C66941563,,98.624496,1,0,0,0,0,1,0,0,0,0
S=C1N[C@@H](c2nnsc2)/C(=C(\OCC=C)/[O-])/C(C)=N1,C67028690,,99.999626,1,0,0,0,0,0,0,0,0,0
O=C(N[C@@H](C1CC1)c1nccc(C)c1)C=1OC=C([O-])C(=O)C=1,C67432055,,82.624649,1,0,0,0,0,1,0,0,0,0
O=C(N[C@@H](C)c1c(C)oc(C)c1)/C(/[O-])=N/c1ccc(C#N)cc1,C67767693,,99.986664,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1ncc(F)cc1)c1c[nH]c2ncccc12,C69675862,,98.807922,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)(C)C(C)(C)[C@H](O)c1ccc2nc([O-])oc2c1,C70131456,,99.585526,1,0,0,0,0,1,0,0,0,0
O=C(NCc1sc(C(=O)[O-])c(C)n1)N1[C@H](C)CSCC1,C70223241,,99.634949,1,0,0,0,0,1,0,0,0,0
S(C)c1c(C#N)cc(C(=O)N[C@H]2CN(C(C)C)CC2)c([O-])n1,C70881175,,91.729416,1,0,0,0,0,0,0,0,0,0
FC(F)(F)c1nc(NC(=O)[C@@H](OC2CCCC2)C)n[n-]1,C71121726,,87.871925,1,0,0,0,0,0,0,0,0,0
FC(F)(F)CC1=C(C)Nc2c(C(=O)[O-])c(C)nn2C1=O,C71473635,,94.432297,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@H](C(=O)N[C@H]1C(=O)N2[C@H](C(=O)[O-])C(C)(C)S[C@H]12)c1cscc1,C01530702,,99.629662,1,0,0,1,0,0,0,0,0,0
O=C([O-])COc1ccc(/C=N/N=C\2/S[C@@H](CC(=O)[O-])C(=O)N/2)cc1,C04802052,,89.556221,1,0,0,1,0,0,0,0,0,0
O=C([O-])[C@H](C(=O)N[C@@H]1C(=O)N2[C@H](C(=O)[O-])C(C)(C)S[C@H]12)c1cscc1,C05765543,,99.629662,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1c([O-])c(/C=N/N=C\2/S[C@H](CC(=O)[O-])C(=O)N/2)ccc1,C02251343,,87.238464,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1c(C(=O)N)c2[C@H](C(=O)[O-])CCCc2s1)C,C19754514,,79.350975,1,0,0,0,0,0,0,1,0,0
S=C1NC(=O)/C(=C/c2ccc(O[C@H](C)C(=O)[O-])cc2)/C([O-])=N1,C18324428,,98.238083,1,0,0,0,0,0,0,0,1,0
Clc1cc(/C=C\2/C(=O)NC(=S)N=C/2[O-])c(OCC(=O)[O-])cc1,C20166093,,98.194176,1,0,0,0,0,0,0,0,0,0
O=C(N[C@@H]([C@H](C)CC)C(=O)[O-])CC=1C(=O)Oc2cc(C)cc([O-])c2C=1C,C20610094,,61.510006,1,0,0,0,0,0,0,0,1,0
S(C)C=1NC(=O)C(C(c2ccncc2)C=2C(=O)NC(SC)=NC=2[O-])=C([O-])N=1,C22358546,,67.390968,1,0,0,0,0,0,0,0,0,0
O=C(N[C@H]([C@@H](C)CC)C(=O)[O-])COc1cc([O-])c2C(=O)CC(C)(C)Oc2c1,C36569753,,59.180153,1,0,0,0,0,0,0,0,0,0
FC(F)n1c(C)cc(C(=O)NNC(=C)C2=C([O-])SC(=O)N=C2[O-])n1,C36621475,,77.279228,1,0,0,0,0,0,0,0,0,0
S(SCc1c(CO)c([O-])c(C)nc1)Cc1c(CO)c([O-])c(C)nc1,C37866091,,53.554638,1,0,0,0,0,0,0,0,0,0
O=C(NCCCNC(=O)c1cc([O-])cnc1)c1cc([O-])cnc1,C01890728,,74.394478,1,0,0,0,0,1,0,0,0,0
O=C(NC[C@H]1OCCC1)/C(/[O-])=N/c1c(C(=O)[O-])c2CC(C)(C)OCc2s1,C06764614,,96.668007,1,0,0,0,0,0,0,1,0,0
OCC=1OC(C(c2ccc(OC)cc2)C2=C([O-])C(=O)C=C(CO)O2)=C([O-])C(=O)C=1,C04247798,,87.010246,1,0,0,0,0,1,0,0,0,0
O=C1C(=C([O-])N(C)c2ccccc12)C=1/C(=N/Nc2ccncc2)/C([O-])=NN=1,C13409470,,28.197811,1,0,0,0,0,0,0,0,0,0
O=C1C(=C([O-])N(C)c2ccccc12)C=1/C(=N/Nc2cnccc2)/C([O-])=NN=1,C13409462,,39.178341,1,0,0,0,0,0,0,0,0,0
Fc1c([C@H]2[N-]C(n3c([O-])c(CCO)c(C)n3)=NC(=O)C2)cccc1,C39323466,,64.603493,1,0,0,0,0,1,0,0,0,0
Brc1c(NC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])ccc(F)c1,C40559548,,98.904816,1,0,0,0,0,0,0,0,1,0
Brc1cc(NC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])c(F)cc1,C40579373,,98.907509,1,0,0,0,0,0,0,0,1,0
S(=O)(=O)([N-]c1c(F)cc2CCC(=O)Nc2c1)[C@@H](C)C(=O)[O-],C49049147,,94.070183,1,0,0,0,0,1,0,0,1,0
OC[C@@H](O)C(C=1C(=O)CC(C)(C)CC=1[O-])C=1C(=O)CC(C)(C)CC=1[O-],C04550238,,80.845757,1,0,0,0,0,0,0,0,0,0
O=C([O-])c1cc(C(=O)[O-])cc(-n2c(C)c(/C=C/3\C(=O)NC(=O)N\3)cc2C)c1,C20344738,,98.812698,1,0,0,0,0,0,0,0,0,0
Brc1c([O-])c(/C=N/Nc2nnn[n-]2)cc(Cl)c1,C16383208,,57.310623,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([O-])c1ccc(/N=N/c2c(N)nn3C(C(F)(F)F)=CC([O-])=Nc23)cc1,C24717941,,98.41729,1,0,0,0,0,0,0,0,0,0
S=C1N(C[C@H](O)COc2ccc(OC)cc2)C2=C([O-])N=C([O-])N(C)C2=N1,C02070201,,99.995438,1,0,0,0,0,0,0,0,0,0
Clc1c(/C=N/N=C(\[O-])/C=2N=C([O-])NC(=O)C=2)n2C=CC=Cc2n1,C03188134,,95.741829,1,0,0,0,0,0,0,0,0,0
Fc1cc(/N=C(\[O-])/C(=O)NC(=O)c2c([N+](=O)[O-])c(C)n[n-]2)ccc1,C59366811,,96.757057,1,0,0,0,0,0,0,0,0,0
S(C/C(/[O-])=N/C=1[C@@H](C#N)C(C)=C(Cc2ccccc2)N=1)C1=NC(=O)CC([NH-])=N1,C63533458,,65.63575,1,0,0,0,0,0,0,0,0,0
Clc1sc(C(=O)CSC2=C(C([O-])=N)C3=NC(=O)C=C([O-])[C@@H]3S2)cc1,C36353800,,99.997543,1,0,0,0,0,1,0,0,0,0
Clc1sc(C(=O)CSC2=C(C([O-])=N)C3=NC(=O)C=C([O-])[C@H]3S2)cc1,C36353800,,99.997543,1,0,0,0,0,1,0,0,0,0
S(CC(=O)Nc1c(F)cc(F)cc1)C1=C(C([O-])=N)C2=NC(=O)C=C([O-])[C@H]2S1,C40287866,,99.99752,1,0,0,0,0,1,0,0,0,0
S=C1NC([O-])=C2C=CC(C(=O)N[N-]c3c(C#N)nc(C(C)C)o3)=CC2=N1,C63865049,,86.55336,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)([N-]c1ccc2oc([O-])nc2c1)[C@@H]1CN(C)C(C(=O)N)=C1,C64025793,,98.77906,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)([N-]c1c(OC)cc(NC(=O)C[C@]2(C(=O)[O-])CSCC2)cc1)C,C64610829,,97.686516,1,0,0,0,0,1,0,0,1,0
[S-]c1n(CC)c(CNC(=O)c2cnc3N(CCC)C([O-])=NC(=O)c3c2)nn1,C67050634,,99.342934,1,0,0,0,0,1,0,1,0,0
S(=O)(=O)([N-]c1ccc(/C=C/C(=O)NCc2n(C(C)C)c([S-])nn2)cc1)C,C67071872,,82.234863,1,0,0,0,0,1,0,1,0,0
[S-]c1n(C2CC2)c(CCNC(=O)c2cc(N3C(=O)C=CC([O-])=N3)ccc2)nn1,C67078669,,57.755325,1,0,0,0,0,1,0,1,0,0
O=C(/C(/C#N)=C(\[O-])/NCC=C)c1cc(N2C(=O)[C@@H]3CC=CC[C@@H]3C([O-])=N2)ccc1,C67798477,,88.607697,1,0,0,0,0,0,0,0,0,0
S=C1N[C@@H](c2cc([N+](=O)[O-])c(OCC(=O)[O-])cc2)/C(=C(/OC)\[O-])/C(CC)=N1,C68215876,,99.880775,1,0,0,0,0,0,0,0,0,0
S=C1N[C@H](c2cc([N+](=O)[O-])c(OCC(=O)[O-])cc2)/C(=C(\OCC)/[O-])/C(C)=N1,C68215878,,99.880775,1,0,0,0,0,0,0,0,0,0
FC(F)(F)C(N/C(/[O-])=N/c1ncn[n-]1)(C(F)(F)F)C(F)(F)F,C68573638,,57.249649,1,0,0,0,0,0,0,0,0,0
[S-]c1sc2[C@@H](c3ccc(OC)cc3)[C@H]3C(=O)N(C([O-])=N)C(=O)[C@@H]3Sc2n1,C39886744,,99.916,1,0,0,0,0,0,0,0,0,0
FC(F)(F)C1=Cn2c(C(=O)N[C@H](CC(=O)[O-])C(=O)[O-])c(CC)nc2C=C1,C71470977,,99.055458,1,0,0,0,0,0,0,1,1,0
ClC=1C=Cn2c(C(=O)N[C@H](CC(=O)[O-])C(=O)[O-])c(CCC)nc2C=1,C71473959,,99.170837,1,0,0,0,0,0,0,1,1,0
OC[C@]12CCC[C@@](C)(C(=O)[O-])[C@@H]1[C@H](C(=O)[O-])[C@@]13CC(=C)[C@@](O)(CC[C@H]21)C3,C71756407,,98.188324,1,0,0,0,0,0,0,0,0,0
OC[C@]12CCC[C@@](C)(C(=O)[O-])[C@@H]1[C@H](C(=O)[O-])[C@]13CC(=C)[C@](O)(CC[C@@H]21)C3,C71756419,,98.188324,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@H](C(=O)N[C@H]1C(=O)N2[C@H](C(=O)[O-])C(C)(C)S[C@H]12)c1cscc1,C02009531,,99.629662,1,0,0,0,0,0,0,0,0,0
O[C@H]1[C@](C)(C(=O)[O-])[C@H]2[C@H](C(=O)[O-])[C@]34CC(=C)[C@H](CC[C@@H]3[C@@]2(C=O)CC1)C4,C71757652,,98.622536,1,0,0,0,0,0,0,0,0,0
O=C1C(C(c2ncccc2)C2=C([O-])Nc3ccccc3C2=O)=C([O-])Nc2ccccc12,C18223064,,78.910065,1,0,0,0,0,0,0,0,0,0
S(C(C(=O)[O-])C(=O)[O-])C=1NC(=O)c2c(sc3CCCCc23)N=1,C05480409,,95.329987,1,0,0,0,0,1,0,0,0,0
P(=O)([O-])([O-])c1c(OCC(=O)Nc2c(OC)ccc(OC)c2)cccc1,C09302840,,98.718109,1,0,0,0,0,1,1,1,1,0
S=C1NC(=O)/C(=C/c2oc(-c3c([O-])ccc([N+](=O)[O-])c3)cc2)/C([O-])=N1,C17992321,,75.446556,1,0,0,0,0,0,0,0,0,0
O=C([O-])c1oc(COc2ccc(/C=C\3/C(=O)NC(=O)N=C/3[O-])cc2)cc1,C19831076,,99.787308,1,0,0,0,0,0,0,0,0,0
Fc1ccc(-c2c(/C=C/c3nc([O-])c([N+](=O)[O-])c([O-])n3)cn[nH]2)cc1,C12374677,,64.003036,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1c([O-])nc(/C=C/c2c(-c3sccc3)[nH]nc2)nc1[O-],C09059513,,65.363869,1,0,0,0,0,0,0,0,0,0
S=C1NC(=O)/C(=C\c2c(C)n(c(C)c2)-c2c(C)c(C(=O)[O-])ccc2)/C([O-])=N1,C23224772,,98.342682,1,0,0,0,0,0,0,0,0,0
ClC=1C[C@@H](C(=O)Nc2c([O-])cc([N+](=O)[O-])cc2)[C@@H](C(=O)[O-])CC=1,C32604565,,85.610252,1,0,0,0,0,0,0,0,1,0
S(=O)(=O)([N-]c1c(OC)ccc(NC(=O)[C@@H]2[C@@H](C(=O)[O-])CC=CC2)c1)C,C32772009,,96.925163,1,0,0,0,0,1,0,0,0,0
