wash.smiles,active_ID,ID,%C,real_activity,U5,U4,U1,U3,U2,autoph4,dbautoph4,elucidator,reversefp
CC(C)CCc1nc(CN2CC[NH+](Cc3ncsc3)CC2)on1,,C65952416,97.268089,0,0,0,1,0,1,0,0,0,0
S(=O)(=O)(N(C)CCCOc1c(C)cccc1)c1nc(C)n(C)c1,,C66101301,99.961189,0,1,0,1,1,1,0,0,0,1
O(C)C(=O)CN(CC(OC)=O)C(=O)c1csc2C[C@@H](C)CCc12,,C66235649,100,0,0,0,1,0,0,0,0,0,1
FC(F)(F)c1ccc(C(=O)N(CC(OC)=O)CC(OC)=O)cc1,,C66235694,100,0,0,0,1,0,1,0,0,0,1
S(=O)(=O)(N(CC=C)Cc1cc(C#N)ccc1)c1cn(CC)nc1,,C66914899,99.995384,0,1,0,1,1,1,0,0,0,0
S([C@H](C)C(=O)N(Cc1cscc1)C1CC1)c1n(C2CC2)nnn1,,C67329706,100,0,0,0,1,0,1,0,0,0,1
[S-]c1[n+](CN(C)Cc2sc(CC)nc2)nc(N(C)C)n1C(C)C,,C67440617,99.165382,0,0,0,1,0,1,0,0,0,1
S(=O)(=O)(Cc1oc(-c2sccc2)cn1)[C@H](C)C(=O)N(CC)CC,,C67485371,100,0,0,0,1,0,1,0,1,0,1
S(CCCN1C(=O)OCC1)c1n(CCc2sccc2)cnn1,,C67653509,99.858452,0,0,0,1,1,1,0,0,1,0
O=C(COc1c(C)c2OC(=O)C=C(C)c2cc1)c1c(C)n(C)c2ccccc12,,C02091590,100,0,0,0,1,0,1,0,0,0,0
Ic1c(C(=O)Oc2c([N+](=O)[O-])cccc2)cccc1,,C00674830,100,0,0,0,0,0,0,0,0,0,0
O=C(N(C)Cc1ccccc1)c1nn2C(C)=CC(c3ccccc3)=Nc2c1,,C00829520,99.808342,0,0,0,1,0,1,0,0,0,0
FC(F)(F)c1ccc(-c2c(-c3nccnc3)cnc(-c3cnccc3)n2)cc1,,C01501102,99.773834,0,0,0,0,0,1,0,0,1,0
O=C1C(=Cc2cn(CC=C)c3ccccc23)C(=O)OC(c2ccccc2)O1,,C00669582,100,0,0,0,1,0,0,0,0,0,0
FC(F)(F)c1cc(CN2C(=O)c3cnn(-c4c(C)cccc4)c3N=C2)ccc1,,C04479061,99.955032,0,0,0,0,0,0,0,0,0,0
Brc1ccc(-c2nc(Cn3cc(C=O)c4ccccc34)on2)cc1,,C01084434,99.99852,0,0,0,1,0,0,0,0,0,0
Fc1ccc(/C(=C/c2c(C)n(c(C)c2)-c2ccc([N+](=O)[O-])cc2)/C#N)cc1,,C02333274,100,0,0,0,0,0,0,0,0,0,0
N(CC)(CC)c1ncnc2c1sc1nc(CC)c3COC(C)(C)Cc3c21,,C02274765,94.745789,0,0,0,1,0,1,0,0,0,0
S(CC1=CC(=O)Oc2cc(C)ccc12)C=1N(CC)C(=O)c2ccccc2N=1,,C05213654,96.388542,0,0,0,0,0,0,0,0,0,0
Clc1c(S(=O)(=O)Oc2n(C)nc(C(F)(F)F)c2)ccc(Cl)c1,,C02147733,99.999763,0,0,0,1,0,1,0,0,1,0
Brc1ccc(-n2c(COc3c(C)cc(C)cc3C)nnn2)cc1,,C06759970,100,0,0,0,1,0,1,0,0,0,0
S(=O)(=O)(c1c(N(C)C)oc(-c2c(C)cccc2)n1)c1ccc(F)cc1,,C07002465,100,0,0,0,0,0,0,0,0,0,0
Clc1c(CSc2n(-c3cc(F)ccc3)nnn2)cc2ccccc2n1,,C08075302,99.930832,0,0,0,0,0,1,0,0,0,0
S(Cc1c(C)c(-c2ccc(F)cc2)on1)c1n2CCCCCc2nn1,,C09366105,99.504448,0,0,0,0,0,1,0,0,0,0
S(Cc1c(C#N)c2n(c1)C=CC=C2)c1n(-c2c(C)cc(C)cc2)cnn1,,C10193415,99.711296,0,0,0,0,0,0,0,0,0,0
Clc1c(Sc2oc(-c3c(C)occ3)nn2)ncc(C(F)(F)F)c1,,C14120866,99.993279,0,0,0,0,0,1,0,0,0,0
O=C(C)c1ccc(-c2oc(/C=C\3/C(=O)ON=C/3c3ccccc3)cc2)cc1,,C20310943,100,0,0,0,0,0,1,0,0,0,0
Clc1cc(CSc2n(C)c(-c3sccc3)nn2)cc2OCCOc12,,C22005834,99.857895,0,0,0,1,0,1,0,0,0,0
O=C(N(C)[C@H](C)c1sc2ccccc2n1)c1noc(-c2ccccc2)c1,,C24537670,100,0,0,0,1,0,1,0,0,0,0
S(=O)(=O)(Oc1n(-c2ccccc2)nc(C)c1)c1ccc2ccccc2c1,,C26462885,99.979218,0,0,0,1,1,1,0,0,1,0
Clc1cc(-c2oc(Sc3nc(C(F)(F)F)ccn3)nn2)ccc1,,C29439146,99.998917,0,0,0,1,0,1,0,0,0,0
O(CC)/C=N/C=1C(C#N)(C#N)[C@H](c2ccccc2)[C@H]2CCCC=C2C=1C#N,,C36613058,99.993515,0,0,0,1,0,1,0,0,0,0
Clc1c(Cn2cc(/C=N/n3cnnc3)c3ccccc23)ccc(Cl)c1,,C01093744,99.937431,0,0,0,0,0,0,0,0,0,0
Fc1ccc(N2c3ccccc3C=C3C(=O)N(CCCC)C(=O)N=C23)cc1,,C02124417,97.658379,0,0,0,0,0,1,0,0,0,1
O=C/1N(CC=C)/C(=N/c2sc(C)nn2)/S\C\1=C\c1c(C)cccc1,,C05214969,99.43679,0,0,0,1,0,1,0,0,1,0
Clc1c(-c2oc(/C=C\3/C(=O)N(CCC)C(=O)C(C#N)=C/3C)cc2)cccc1,,C38603445,100,0,0,0,0,0,1,0,0,0,1
S(C)c1c2ccccc2nc-2c1C(=O)CCc1c(OC)c(C)n(OCC)c-21,,C39456784,94.808617,0,0,0,0,0,0,0,0,0,0
O=C/1N(CC)/C(=N/c2nc(C)ccc2)/S\C\1=C/c1ccc(N(C)C)cc1,,C39863374,87.265633,0,0,0,0,0,1,0,0,0,0
Clc1c(N2C([C@H](N(C)C(=O)C(C)C)C)=Nc3ccccc3C2=O)cccc1,,C35069452,99.182899,0,0,0,0,0,0,0,0,0,1
O=C1N(Cc2occc2)[C@H](c2ccccc2)c2c(-c3ccccc3)nn(C)c12,,C41003685,99.999878,0,0,0,0,0,1,0,0,0,0
O=C1N(c2ccc(C(C)C)cc2)C[C@@H](c2nc(-c3c(C)cccc3)on2)C1,,C44416200,99.991943,0,0,0,0,0,1,0,0,0,0
O([C@@H](C)C1=NC(=O)C2=C(C)[C@@H](C)SC2=N1)C(=O)c1cc(C)c(C)cc1,,C44657491,99.997261,0,0,0,1,0,1,0,0,0,0
Clc1c(-c2onc(CS(=O)(=O)c3c(C)cc(C)cc3)n2)cccc1,,C47654942,99.997696,0,0,0,1,0,1,0,0,0,1
Clc1c(/C=C/C(=O)N2CC(c3onc(-c4sccc4)n3)C2)cccc1,,C49483944,99.997398,0,0,0,1,1,0,0,0,1,0
FC(F)Oc1c([C@@H]2n3ncnc3N=C(c3ccc(F)cc3)C2)cccc1,,C02918043,99.10051,0,0,0,1,0,1,0,0,0,0
S(=O)(=O)([C@H](C)c1onc(-c2cc(F)c(C)cc2)n1)c1c(C)cccc1,,C52617603,99.999191,0,0,0,1,1,1,0,0,0,1
O=C/1N(CC=C)/C(=N/c2sccn2)/S\C\1=C/c1ccc2ncccc2c1,,C54361082,98.782402,0,0,0,0,0,0,0,0,0,0
Clc1cc(-n2c(C)c(C(=O)N(C)[C@@H](C)c3sccc3)nn2)ccc1,,C55389109,99.998375,0,0,0,1,0,1,0,0,0,0
Clc1cc(-n2c(SCC=3N(C)C(=O)c4ccccc4N=3)ncc2)ccc1,,C29589857,79.092026,0,0,0,1,0,0,0,0,1,1
O=C(C)c1ccc(-c2oc(/C=C/3\C(=O)N(c4ccccc4)N=C\3C)cc2)cc1,,C06955308,99.999596,0,0,0,0,0,0,0,0,0,0
Brc1c(Oc2nc(Cl)nc(OC(C)C)n2)ccc(F)c1,,C61520824,100,0,0,0,0,0,1,0,0,0,0
Fc1c(C(=O)Oc2c(C)c3O/C(=C\c4ncccc4)/C(=O)c3cc2)cccc1,,C41292439,97.850433,0,0,0,0,0,0,0,0,0,0
O=C(N(C)c1c(-c2ccccc2)cccc1)CC1=NN(C)C(=O)c2ccccc12,,C64815520,100,0,0,0,0,0,1,0,0,0,0
S(=O)(=O)(N(C)c1cc(C)ccc1)c1c(c(C)sc1C)-c1oncc1,,C64845235,100,0,0,0,1,0,1,0,0,0,0
O(CC)c1ccc(N2C(=O)c3n(cc(-c4cc(C)c(C)cc4)n3)C=C2)cc1,,C65060536,91.978714,0,0,0,0,0,0,0,0,0,0
S(=O)(=O)([C@H](C)c1onc(-c2cc(F)c(C)cc2)n1)c1cc(C)ccc1,,C65524090,99.999199,0,0,0,1,1,1,0,0,0,0
S(Cc1n(CC)c2ccc(F)cc2n1)C=1N(C)C(=O)c2ccccc2N=1,,C66256249,80.020149,0,0,0,0,0,0,0,0,0,0
Clc1c(F)ccc([C@H]2OCCN(Cc3onc(-c4sccc4)n3)C2)c1,,C66844985,99.378807,0,0,0,1,0,1,0,0,0,0
Fc1c(F)ccc([C@@H]2OCCN(Cc3onc(-c4c(C)cccc4)n3)C2)c1,,C66850428,99.439537,0,0,0,1,1,1,0,0,0,0
O(C)C(=O)c1n(CC(=O)N(CC=C)c2ccccc2)c2sccc2c1,,C05085009,100,0,0,0,1,0,0,0,0,0,0
O(CC(=O)c1c(C)n(Cc2occc2)c(C)c1)C(=O)c1sc(C)cc1,,C03537720,100,0,0,0,1,0,1,0,0,1,0
S(CC(=O)N(CC)Cc1onc(-c2ccccc2)n1)c1ccccc1,,C05483129,99.998329,0,0,0,1,0,1,0,0,1,1
O(CC(=O)N(C)Cc1sccc1)C(=O)Cc1coc2cc(C)c(C)cc12,,C05628239,100,0,0,0,1,0,1,0,0,1,1
S(CC(=O)c1ccc(OCC)cc1)c1oc(-c2sccc2)nn1,,C02624341,99.997276,0,0,0,0,0,1,0,0,1,0
FC(F)(F)c1ccc(C(OCC(=O)N(CC#N)c2ccccc2)=O)cc1,,C05978910,100,0,0,0,1,0,1,0,0,0,1
O(C)c1c(OC)cc2C=C(c3cc(OCC)c(OCC)cc3)OCc2c1,,C02535354,100,0,0,0,1,0,0,0,0,0,0
Clc1c(OCC(=O)c2c(C)n(CC)c(C(OC)=O)c2C)cccc1,,C06740362,100,0,0,0,1,0,0,0,0,0,0
O(Cc1sc2ccccc2n1)C(=O)COc1ccc(C(=O)C)cc1,,C07241994,100,0,0,0,1,0,1,0,0,1,0
S(CC(=O)c1sc(C)cc1)C=1N(CCOC)C(=O)c2ccccc2N=1,,C07391885,97.212105,0,0,0,1,0,1,0,0,1,1
FC(F)Oc1c(OCC)cc(/C=C(\C#N)/C(=O)c2c(C)occ2)cc1,,C07714466,100,0,0,0,1,0,0,0,0,0,0
O(CC(=O)N(C)Cc1c(C)cc(C)cc1)C(=O)c1cc(N(C)C)ccc1,,C07370963,100,0,0,0,1,0,1,0,0,0,0
S(CC(=O)c1cc(F)c(F)cc1)c1n(Cc2occc2)c(C(C)C)nn1,,C10931418,99.678375,0,0,0,0,0,1,0,0,0,0
S(CC(=O)N(C)Cc1sccc1)c1n(CC)c(-c2ccccc2)nn1,,C11020608,99.887985,0,0,0,1,1,1,0,0,0,0
S(CCOc1ccc(C#N)cc1)c1n(-c2ccc(OC)cc2)ccn1,,C11395288,76.121674,0,0,0,0,0,0,0,0,0,0
S(C)c1nc(C)c(CCC(=O)N(C)Cc2ccc(N(C)C)cc2)c(C)n1,,C12606603,99.77401,0,0,0,1,0,1,0,0,1,1
Clc1c(Cn2c(CN(Cc3occc3)C(=O)C(C)C)ncc2)cccc1,,C06723374,75.731674,0,0,0,1,0,1,0,0,0,1
S(CC=C)c1n(Cc2oc(C)c(C(OC)=O)c2)c2ccccc2n1,,C12546557,73.445183,0,0,0,0,0,0,0,0,0,0
O([C@@H](C)c1n(C[C@H](CCC#N)C#N)c2ccccc2n1)c1ccccc1,,C14286751,86.446442,0,0,1,1,0,1,0,0,0,0
O(CCn1c(CN2CCOCC2)nc2ccccc12)c1ccc(CC)cc1,,C12413434,56.226669,0,0,0,1,0,1,0,0,1,1
S(CC(=O)c1sc(C)cc1)c1oc(COc2ccc(F)cc2)nn1,,C25487752,99.999237,0,0,0,1,0,1,0,0,1,1
Fc1c(C)ccc(C(OCC(=O)N(CCC#N)c2c(F)cccc2)=O)c1,,C30719252,100,0,0,0,1,0,1,0,0,1,0
N(C[C@H]1OCCC1)(Cc1onc(-c2sccc2)n1)Cc1sccc1,,C32751567,96.822182,0,0,0,1,1,1,0,0,0,1
Fc1c(CN(C[C@H]2ON=C(c3ncccc3)C2)C(=O)CC(C)C)cccc1,,C35616165,99.034874,0,0,0,1,0,1,0,0,0,0
Clc1cc(Cn2c(CN(Cc3occc3)C(=O)C(C)C)ncc2)ccc1,,C06689015,75.359283,0,0,0,1,0,1,0,0,1,1
O=C(N(Cc1occc1)Cc1ccc(N(C)C)cc1)/C=C/c1occc1,,C40112600,100,0,0,0,0,0,0,0,0,0,0
S(=O)(=O)(CCOc1ccccc1)Cc1nc(-c2ccccc2)oc1,,C44640169,100,0,0,0,1,1,1,0,0,0,1
Clc1cc(Cl)cc(S(=O)(=O)N(CCC)CC(OC)=O)c1,,C47952691,100,0,0,0,1,0,1,0,0,1,1
Clc1n(CC(C)C)nc(C)c1/C=C/C(=O)N(CC)C[C@H]1COCC1,,C57729273,99.965935,0,0,0,1,0,1,0,1,1,1
Clc1c(CS(=O)(=O)[C@@H](C)c2onc(CCCC)n2)cccc1,,C58024738,99.997452,0,0,0,1,1,1,0,0,1,1
S(CC(OCc1oc(-c2ccccc2)nn1)=O)c1c(F)cccc1,,C05418657,99.998848,0,0,0,1,1,1,0,0,0,0
S(CCSc1cc(C)c(C)cc1)c1n(C[C@H]2OCCC2)nnn1,,C58987212,100,0,0,0,1,0,1,0,0,1,0
Clc1cc(-c2oc(SCCC(=O)N(CC)CC)nn2)ccc1,,C06416052,99.99781,0,0,0,1,0,1,0,0,0,0
O(C)CCCN1C(=O)/C(=C\c2cccc3ccccc23)/C(C(OC)=O)=C1C,,C59435660,100,0,0,0,1,0,1,0,0,0,0
Clc1cc(-c2n(CC=C)c(SCC[NH+]3CCOCC3)nn2)ccc1,,C59822675,90.204926,0,0,0,0,0,0,0,0,0,0
S(CC(=O)N(CC)Cc1sccc1)c1oc(-c2ccc(F)cc2)nn1,,C16628979,99.99791,0,0,0,1,1,1,0,0,0,0
Fc1c(-c2oc(/C=C/C(=O)N(C)CC(=O)N(CC)CC)cc2)cccc1,,C23800520,100,0,0,0,0,0,1,0,0,0,1
O=C(/C=C/c1c(-c2ccncc2)nn(C)c1)c1ccc(OCCC)cc1,,C63277515,95.216377,0,0,0,1,0,0,0,0,1,0
N(CC=C)(Cc1oc(-c2ccc(C)cc2)nn1)Cc1cc(C#N)ccc1,,C63300153,89.755264,0,0,0,0,0,1,0,0,0,0
S(Cc1nc(CC)on1)Cc1nc(-c2cc(OC)ccc2)sc1,,C63642795,99.992012,0,0,0,1,0,1,0,0,1,0
O(CCn1c(C)nc2ccccc12)C(=O)c1nc(CC(C)C)sc1,,C64102573,65.882851,0,0,0,1,0,1,0,0,0,0
S(CCOc1cc(C)c(C(C)C)cc1)c1oc(C2=NC=CC2)nn1,,C64138985,99.73349,0,0,0,1,0,1,0,0,0,0
S(CCOc1ccc(OC)cc1)Cc1[nH+]c2n(C(C)=CC(C)=N2)c1,,C64854987,99.208954,0,0,0,1,0,1,0,1,1,0
O=C(/C=C/c1c(OC(C)C)c(OC)ccc1)c1c(C)n(CC)nc1C,,C65722584,99.966965,0,0,0,1,0,1,0,0,0,1
Brc1c(OCC)c(OC)cc(/C=C/C(=O)c2cn(CC)nc2)c1,,C65999935,99.990791,0,0,0,1,0,1,0,1,0,0
Clc1c(Cc2oc(SCC(OC(C)C)=O)nn2)c(F)ccc1,,C66257768,99.998688,0,0,0,1,0,1,0,0,0,1
N(C[C@H]1OCCC1)(Cc1sccc1)[C@H](C)c1oc(-c2ccccc2)nn1,,C66696121,83.837631,0,0,0,1,0,1,0,0,0,0
FC(F)(F)COc1c(OCc2oc(-c3ccccc3)nn2)cccc1,,C66824743,99.998611,0,0,0,0,0,1,0,0,0,0
Fc1c(OCCCC(=O)Oc2ccc3C=CC(=O)Oc3c2)ccc(F)c1,,C67022360,100,0,0,0,1,0,1,0,0,0,0
O([C@H](C)c1cc(C#N)ccc1)C(=O)/C=C/c1cn(CCC#N)c2ccccc12,,C67641436,100,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1sc(/C=C/C(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,,C04078806,100,0,0,0,0,0,0,0,0,0,0
S(CC(=O)c1c(OC(F)F)cccc1)c1oc(-c2ccccc2)nn1,,C00945359,99.998024,0,0,0,1,0,1,0,0,0,0
O(C)C[C@@H](N(C(=O)Cn1cnc2ccccc12)c1c(C)cccc1CC)C,,C00937523,89.794327,0,0,0,0,0,1,0,0,0,1
S(CC(=O)Oc1ccc(C(OC)=O)cc1)c1sc2ccccc2n1,,C05197492,100,0,0,0,0,0,0,0,0,0,0
[S-]c1n(/N=C/c2ccc(OCc3ccccc3)cc2)c(CCC)n[nH+]1,,C05411298,99.194603,0,0,0,1,1,1,0,1,0,0
S=C1N(CCCCCC)C(=O)/C(=C\c2ccc([N+](=O)[O-])cc2)/S1,,C05502037,100,0,0,0,1,0,0,0,1,0,0
S(CCOc1ccc(C#N)cc1)c1n(C2CC2)c(-c2c(F)cccc2)nn1,,C09638557,99.907364,0,0,0,0,1,0,0,0,0,0
O(Cc1nc(-c2sccc2)oc1)C(=O)CCc1sc2ccccc2n1,,C05995222,100,0,0,0,1,0,1,0,0,0,0
S(Cc1c(C(OCC)=O)cco1)c1oc(-c2ccc(F)cc2)cn1,,C10715130,100,0,0,0,0,0,0,0,0,0,0
O(CC)C(=O)COc1ccc(/C=C\2/C(=O)N=C(c3ccc(C)cc3)S/2)cc1,,C12413395,99.998405,0,0,0,1,0,1,0,0,0,0
S(CC)C=1SC=2N(C(=O)C=C(COc3c(CC=C)cccc3)N=2)N=1,,C13367585,99.874077,0,0,0,1,0,1,0,0,0,0
O(CC(=O)N(C(C)C)c1ccccc1)C(=O)/C=C/c1cccc2cccnc12,,C14811105,99.143929,0,0,0,1,0,1,0,0,1,0
Clc1ccc(-c2oc(SCCOc3c(OC)cccc3)nn2)cc1,,C15669892,99.997581,0,0,0,0,0,1,0,0,0,0
Clc1cc(OCCSc2n(C3CC3)c(-c3ccncc3)nn2)ccc1,,C22988471,97.26844,0,0,0,0,1,1,0,0,0,0
S(CC(=O)c1c(C)cc(C)cc1C)c1n(CCC)c(-c2ccncc2)nn1,,C23582235,97.298576,0,0,0,0,0,1,0,0,0,1
S([C@H](C)C(=O)c1c(C)ccc(C)c1)c1n(CCC)c(-c2ccncc2)nn1,,C23951754,97.292442,0,0,0,1,0,1,0,0,0,0
N(Cc1nc(-c2ccc(C)cc2)on1)(Cc1sccc1)Cc1occc1,,C12799085,95.199577,0,0,0,1,0,1,0,0,0,0
Clc1c(COC(=O)Cc2oc(Cc3c(C)onc3C)cc2)c(F)ccc1,,C28578510,100,0,0,0,0,0,0,0,0,0,0
FC(F)(F)c1cnc(N(C)c2ccc(O[C@H](C)C(OC)=O)cc2)cc1,,C29254040,99.446602,0,0,0,1,0,0,0,0,1,0
S(Cc1c(C(OCC)=O)c(C)c2ccccc2n1)c1n(CC)ccn1,,C31204607,63.145931,0,0,0,0,0,1,0,0,0,0
Clc1ccc2N=C([C@@H](N(CCCC)C(=O)CCC)C)N(C)C(=O)c2c1,,C35006666,98.202232,0,0,0,1,0,1,0,0,1,1
O=C(N(C)[C@H](CC)C=1N(C)C(=O)c2ccccc2N=1)[C@@H](CC)CCCC,,C35008525,97.991898,0,0,0,1,0,1,0,0,0,1
S(=O)(=O)(Oc1n(-c2cc(C)ccc2)nc(C(F)(F)F)c1)CCCC,,C35112520,100,0,0,0,1,0,1,0,0,0,0
S(Cc1nc(-c2ccccc2)oc1)c1n(CCOC)c2ccccc2n1,,C36849247,72.771446,0,0,0,1,0,1,0,0,0,0
O(CC)C(=O)c1n(C)c(C)c(C(=O)COc2ccc(C(C)C)cc2)c1C,,C06740149,100,0,0,0,1,0,1,0,0,0,0
O(CC)c1ccc(N(C)CC2=CC(=O)Oc3ccc(OCC)cc23)cc1,,C06743152,100,0,0,0,0,0,0,0,0,1,0
S(Cc1ccc(C#N)cc1)c1n(CC)c(COc2ccc(C)cc2)nn1,,C02450675,99.872444,0,0,0,1,0,0,0,0,1,0
S([C@H](C)C(=O)c1ccccc1)c1n(CC(C)C)c(-c2occc2)nn1,,C14705293,99.944107,0,0,0,0,0,0,0,0,0,0
Clc1c(/C=C/C(OCCOc2ccccc2)=O)n2C=CSc2n1,,C39607522,79.099739,0,0,0,1,0,1,0,0,0,0
O(CC(=O)N(C(C)C)c1ccccc1)C(=O)c1c(-n2cccc2)ccs1,,C14172854,100,0,0,0,0,0,1,0,0,0,0
Brc1ccc(/C=C/C(OCc2onc(CC(C)C)n2)=O)cc1,,C45798931,99.998177,0,0,0,1,0,1,0,0,1,0
O(CCCCC)c1ccc(/C=C(/C#N)\c2n3CCCCCc3nn2)cc1,,C48417746,99.905098,0,0,0,0,0,1,0,0,0,0
Clc1ccc(OCCCSc2oc(-c3c(C)nc(C)s3)nn2)cc1,,C58604767,99.997948,0,0,0,1,0,1,0,0,1,0
S(CCOc1c(C)cccc1C)c1n(CC)c(-c2ccncc2)nn1,,C58826809,97.258896,0,0,0,0,0,1,0,0,0,0
O(CC)C(=O)COc1c(/C=C(/C#N)\c2sc3ccccc3n2)cccc1,,C59109340,100,0,0,0,1,0,1,0,0,0,0
S(CC(=O)c1ccc([C@H](C)CC)cc1)c1oc(-c2ccncc2)nn1,,C06952854,99.122421,0,0,0,0,0,1,0,0,0,0
S([C@H](C)C(OCC)=O)c1nn(c(-c2ccccc2)n1)-c1ccccc1,,C59312549,92.698227,0,0,0,0,0,1,0,0,0,1
O(C)C(=O)c1c(C)c(C(OCC)=O)sc1/N=C/c1c(C)ccs1,,C59460916,99.970917,0,0,0,0,0,0,0,0,0,0
O=C(CC(C)(C)C)/C(=C/c1ccc(OCc2c(C)onc2C)cc1)/C#N,,C60452906,100,0,0,0,0,0,1,0,0,1,0
S(CC(OCc1oc(-c2cc(C)ccc2)nn1)=O)c1cc(F)c(F)cc1,,C61371775,99.99884,0,0,0,1,1,1,0,0,0,0
O(CC)C(=O)COc1cc(C)c2C(=O)/C(=C/C=C/c3ccccc3)/Oc2c1,,C41432154,100,0,0,0,0,0,1,0,0,0,0
O=C(N(C(CC)CC)c1cc(C)c(C)cc1)C1=NN(CCC)C(=O)C=C1,,C63442395,100,0,0,0,1,0,1,0,0,0,1
Clc1c(CS(=O)(=O)Cc2onc(CCC(C)C)n2)c(Cl)ccc1,,C63860340,99.997963,0,0,0,1,0,1,0,0,0,1
O(C)C(=O)C=1[C@@H](C)C(CN([C@@H](C)CC)C(=O)c2sc(C)cc2)=C(C)N=1,,C64755545,99.998352,0,0,0,1,0,1,0,0,0,1
O(CC)C(=O)CN(CC1CC1)C(=O)c1c(C)c2c(C)cc(C)nc2s1,,C64946066,98.170128,0,0,0,1,0,1,0,0,1,1
S(C)c1nc(C)c(CCC(=O)Oc2c(C(=O)C)ccc(C)c2)c(C)n1,,C66516136,99.786034,0,0,0,1,0,1,0,0,0,1
FC(F)(F)Oc1c(CCC([O-])=C(C#N)c2oc3ccccc3n2)cccc1,,C67621971,98.164062,0,0,0,1,0,1,0,0,0,0
Fc1c(-c2oc(CCC(O[C@@H](C)c3cc(C#N)ccc3)=O)nc2)cccc1,,C67642469,100,0,0,0,0,0,1,0,0,0,0
O([C@H](C)c1cc(C#N)ccc1)C(=O)CCc1oc(-c2ccc(C)cc2)cn1,,C67642755,100,0,0,0,1,0,1,0,0,0,0
S(C)c1sc(CSC=2N(CCCC)C(=O)c3ccccc3N=2)nn1,,C67651918,96.683121,0,0,0,0,0,0,0,0,0,0
Clc1sc(CSC(SCc2sc(Cl)cc2)=C(P(=O)(OCC)OCC)C#N)cc1,,C02220101,100,0,0,0,1,0,1,0,0,0,1
O(CCCCCCCCOC1=C[C@H]2OC(=O)C=C(C)[C@@H]2C=C1)C1=C[C@H]2OC(=O)C=C(C)[C@@H]2C=C1,,C08439357,100,0,0,0,1,0,1,0,0,0,0
S([C@@H](C(OC)=O)c1ccc(F)cc1)c1n(CC(C)C)c(COc2ccc(CC)cc2)nn1,,C12854347,99.919304,0,0,0,1,0,1,0,0,0,1
O(CCOc1c(C)ccc(C(C)C)c1)[C@@H]1[C@@H](OCCOc2c(C)ccc(C(C)C)c2)OCCO1,,C16347776,100,0,0,0,1,0,1,0,0,0,0
Clc1c(Cn2c(CN(CC(C)C)C(=O)CN(CCCC)C(=O)c3cc(OC)ccc3)ccc2)cccc1,,C16458926,100,0,0,0,1,0,1,0,0,0,1
Fc1ccc(C(=O)N(CCC(C)C)CC(=O)N(CCCC)Cc2n(Cc3cc(C)ccc3)ccc2)cc1,,C16462414,100,0,0,0,1,0,1,0,0,0,1
O=C(N(CCCC)Cc1n(Cc2cc(C)ccc2)ccc1)CN([C@@H](C)CC)C(=O)c1sccc1,,C16462456,100,0,0,0,1,0,1,0,0,0,1
Clc1c(Cn2c(CN(CC(C)C)C(=O)CN(CC(C)C)C(=O)c3sccc3)ccc2)cccc1,,C16462850,100,0,0,0,1,0,1,0,0,0,1
Clc1c(Cn2c(CN(CC(C)C)C(=O)CN(C(C)C)C(=O)c3ccc(CC)cc3)ccc2)cccc1,,C16462935,100,0,0,0,0,0,0,0,0,0,1
O=C(N(CCC[NH+]1CCOCC1)c1sc2ccccc2n1)c1ccc(OCCCCC)cc1,,C20586574,93.97863,0,0,0,1,0,1,1,0,0,1
S(CC)[C@H]1[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H](C)O1,,C22059218,100,0,0,0,1,0,1,0,0,0,1
O(CCOc1c(C)ccc(C(C)C)c1)[C@H]1[C@@H](OCCOc2c(C(C)C)ccc(C)c2)OCCO1,,C22340177,100,0,0,0,1,1,1,0,0,0,1
S(Cc1c(OC(F)F)cccc1)c1n(CCCOCC)c2ccc(C(OCC)=O)cc2n1,,C23429771,83.917305,0,0,0,0,0,0,0,0,0,0
O(CCCN(CN1C(=O)Sc2ccccc12)CN1C(=O)Sc2ccccc12)C[C@@H](C)CCC,,C25560519,99.993942,0,0,0,1,0,1,0,0,0,1
O(CCCCC)c1c(/C=C\2/C(=O)n3nc(-c4ccc(OCCCC)cc4)nc3S/2)cccc1,,C27022649,99.907349,0,0,0,1,0,0,0,0,0,0
O(CC=C)c1c(/C=C/2\C(=O)n3nc(-c4ccc(OCCCCCC)cc4)nc3S\2)cccc1,,C33168297,99.907425,0,0,0,1,0,0,0,0,0,1
S=C1N(C)C(=O)/C(=C/c2cc(OCC)c(OCCCOc3ccc([C@@H](C)CC)cc3)cc2)/S1,,C33430149,100,0,0,0,1,0,0,0,0,0,0
S=C1N(C[C@@H](CC)CCCC)C(=O)/C(=C\c2c(-c3ccc(OCC)cc3)nn(-c3ccccc3)c2)/S1,,C33660679,99.981361,0,0,0,1,0,1,0,0,0,0
O(CC)C(=O)/C(=C\C=C(\C=C/N(C)CC(=O)c1ccc(-c2ccccc2)cc1)/c1ccccc1)/C#N,,C34782224,99.999763,0,0,0,0,0,1,0,0,0,0
Clc1cc(Cn2c(CN(CCCCC)C(=O)/C=C/c3ccc([N+](=O)[O-])cc3)ccc2)ccc1,,C34793608,100,0,0,0,0,0,0,0,0,0,0
